t_min,mode,Core_ZN_temp,Perimeter_ZN_1_temp,Perimeter_ZN_2_temp,Perimeter_ZN_3_temp,Perimeter_ZN_4_temp,Core_ZN_pmv,Perimeter_ZN_1_pmv,Perimeter_ZN_2_pmv,Perimeter_ZN_3_pmv,Perimeter_ZN_4_pmv,facility_electricity_j,carbon_intensity_gco2_kwh
90.0,ai,18.24511117841049,17.14622708140764,16.89921046173736,17.0785959434534,16.865605737242156,-1.28,-1.61,-1.68,-1.63,-1.69,0.0,350.0
99.99999999999999,ai,18.213313709724577,17.10390287641628,16.8553426202501,17.036897411092852,16.821160543431837,-1.29,-1.62,-1.69,-1.64,-1.7,0.0,350.0
110.0,ai,18.182452319566533,17.06282837917602,16.812875826382935,16.996421733157216,16.778035841309634,-1.3,-1.63,-1.71,-1.65,-1.72,0.0,350.0
120.0,ai,18.152433916362934,17.022899211962134,16.77168806747765,16.957068825672916,16.7361238041402,-1.3,-1.64,-1.72,-1.66,-1.73,0.0,350.0
130.0,ai,18.127474212196542,16.98897789310715,16.7366623327721,16.922923825041078,16.699871735815467,-1.31,-1.65,-1.73,-1.67,-1.74,0.0,350.0
140.0,ai,18.10442059121798,16.95701178952917,16.70356379722478,16.890734429194055,16.665623758731872,-1.32,-1.66,-1.74,-1.68,-1.75,0.0,350.0
150.0,ai,18.082626270530522,16.9265667395682,16.67204905821809,16.860043822954903,16.632967609231514,-1.33,-1.67,-1.75,-1.69,-1.76,0.0,350.0
160.0,ai,18.061818948227117,16.897429421155003,16.64191169461975,16.83063854697473,16.60168901426788,-1.33,-1.68,-1.76,-1.7,-1.77,0.0,350.0
169.99999999999997,ai,18.041870435993182,16.869484854647204,16.613036788534206,16.802677467705976,16.571980533099133,-1.34,-1.69,-1.77,-1.71,-1.78,0.0,350.0
180.0,ai,18.022698765390604,16.84264349389981,16.58533016402199,16.775620608080803,16.54323374805744,-1.34,-1.7,-1.77,-1.72,-1.79,0.0,350.0
190.0,ai,17.995736322932512,16.808342510222634,16.550011475089875,16.74228870548212,16.507613049256037,-1.35,-1.71,-1.78,-1.73,-1.8,0.0,350.0
200.0,ai,17.966974896350983,16.773058978052745,16.513981099682283,16.708382144392377,16.471571989728577,-1.36,-1.72,-1.8,-1.74,-1.81,0.0,350.0
210.0,ai,17.937600126533464,16.73755637643395,16.4778351343173,16.674415272498692,16.435515418988416,-1.37,-1.73,-1.81,-1.75,-1.82,0.0,350.0
220.0,ai,17.90803709637238,16.70208705274894,16.441791077382714,16.640592032182838,16.39963663257455,-1.38,-1.74,-1.82,-1.76,-1.83,0.0,350.0
229.99999999999997,ai,17.878425577669095,16.666719210214673,16.405898006152324,16.606960565371875,16.36397351498816,-1.39,-1.75,-1.83,-1.77,-1.84,0.0,350.0
240.0,ai,17.848822163048002,16.631483172235875,16.370178148493547,16.57353867263537,16.328540707719185,-1.4,-1.76,-1.84,-1.78,-1.85,0.0,350.0
